 ,TCGA-A3-3308-01A-01T-0860-13,TCGA-A3-3311-01A-01T-0860-13,TCGA-A3-3313-01A-01T-0860-13,TCGA-A3-3316-01A-01T-0860-13,TCGA-A3-3317-01A-01T-0860-13,TCGA-A3-3319-01A-01T-0860-13,TCGA-A3-3320-01A-01T-0860-13,TCGA-A3-3322-01A-01T-0860-13,TCGA-A3-3323-01A-01T-0860-13,TCGA-A3-3324-01A-01T-0860-13,TCGA-A3-3331-01A-01T-0860-13,TCGA-A3-3347-01A-02R-1324-13,TCGA-A3-3349-01A-01T-1187-13,TCGA-A3-3351-01A-02R-1324-13,TCGA-A3-3362-01A-02R-1324-13,TCGA-A3-3363-01A-01T-0860-13,TCGA-A3-3365-01A-01T-0860-13,TCGA-A3-3372-01A-01T-0860-13,TCGA-A3-3374-01A-01T-0860-13,TCGA-A3-3378-01A-01T-0860-13,TCGA-A3-3380-01A-01T-0860-13,TCGA-A3-3382-01A-01T-0860-13,TCGA-AK-3427-01A-01T-0860-13,TCGA-AK-3429-01A-02R-1324-13,TCGA-AK-3436-01A-02R-1324-13,TCGA-AK-3440-01A-02R-1276-13,TCGA-AK-3443-01A-01T-0860-13,TCGA-AK-3451-01A-02T-1187-13,TCGA-AK-3455-01A-01T-0860-13,TCGA-AK-3456-01A-02R-1324-13,TCGA-AK-3465-01A-02R-1324-13,TCGA-AS-3777-01A-01T-0860-13,TCGA-B0-4838-01A-01R-1304-13,TCGA-B0-4839-01A-01R-1304-13,TCGA-B0-5077-01A-01R-1333-13,TCGA-B0-5081-01A-01R-1333-13,TCGA-B2-3923-01A-02R-1324-13,TCGA-B2-3924-01A-02R-1324-13,TCGA-B2-4098-01A-02R-1324-13,TCGA-B2-4099-01A-02T-1187-13,TCGA-B2-4102-01A-02R-1324-13,TCGA-B8-4143-01A-01T-1187-13,TCGA-B8-4148-01A-02R-1324-13,TCGA-B8-4151-01A-01T-1187-13,TCGA-B8-4154-01A-01T-1187-13,TCGA-B8-4619-01A-01R-1187-13,TCGA-B8-4620-01A-01R-1187-13,TCGA-BP-4158-01A-02R-1288-13,TCGA-BP-4159-01A-02R-1288-13,TCGA-BP-4160-01A-02R-1288-13,TCGA-BP-4161-01A-02R-1324-13,TCGA-BP-4162-01A-02R-1324-13,TCGA-BP-4163-01A-02R-1324-13,TCGA-BP-4164-01A-02R-1324-13,TCGA-BP-4165-01A-02R-1288-13,TCGA-BP-4166-01A-02R-1288-13,TCGA-BP-4167-01A-02R-1324-13,TCGA-BP-4169-01A-02R-1288-13,TCGA-BP-4174-01A-02R-1288-13,TCGA-BP-4176-01A-02R-1288-13,TCGA-BP-4325-01A-02R-1288-13,TCGA-BP-4326-01A-01R-1288-13,TCGA-BP-4327-01A-01R-1288-13,TCGA-BP-4329-01A-02R-1288-13,TCGA-BP-4330-01A-01R-1288-13,TCGA-BP-4332-01A-01R-1288-13,TCGA-BP-4334-01A-01R-1288-13,TCGA-BP-4335-01A-01R-1288-13,TCGA-BP-4337-01A-01R-1288-13,TCGA-BP-4338-01A-01R-1288-13,TCGA-BP-4341-01A-01R-1288-13,TCGA-BP-4342-01A-01R-1288-13,TCGA-BP-4343-01A-02R-1288-13,TCGA-BP-4344-01A-01R-1288-13,TCGA-BP-4345-01A-01R-1288-13,TCGA-BP-4346-01A-01R-1288-13,TCGA-BP-4347-01A-01R-1288-13,TCGA-BP-4351-01A-01R-1288-13,TCGA-BP-4352-01A-01R-1288-13,TCGA-BP-4353-01A-02R-1288-13,TCGA-BP-4354-01A-02R-1288-13,TCGA-BP-4355-01A-01R-1288-13,TCGA-BP-4756-01A-01R-1288-13,TCGA-BP-4758-01A-01R-1288-13,TCGA-BP-4762-01A-02R-1288-13,TCGA-BP-4763-01A-01R-1288-13,TCGA-BP-4765-01A-01R-1288-13,TCGA-BP-4766-01A-01R-1288-13,TCGA-BP-4768-01A-01R-1288-13,TCGA-BP-4769-01A-01R-1288-13,TCGA-BP-4775-01A-01R-1288-13,TCGA-BP-4777-01A-01R-1288-13,TCGA-BP-4781-01A-01R-1304-13,TCGA-BP-4798-01A-01R-1304-13,TCGA-BP-4799-01A-01R-1304-13,TCGA-BP-4803-01A-01R-1304-13,TCGA-BP-4962-01A-01R-1333-13,TCGA-BP-4963-01A-01R-1333-13,TCGA-BP-4972-01A-01R-1333-13,TCGA-BP-4983-01A-01R-1333-13,TCGA-BP-4991-01A-01R-1333-13,TCGA-BP-5004-01A-01R-1333-13,TCGA-CJ-4634-01A-01R-1187-13,TCGA-CJ-4636-01A-01R-1187-13,TCGA-CJ-4637-01A-01R-1187-13,TCGA-CJ-4638-01A-01R-1187-13,TCGA-CJ-4639-01A-01R-1187-13,TCGA-CJ-4640-01A-01R-1187-13,TCGA-CJ-4641-01A-01R-1187-13,TCGA-CJ-4643-01A-01R-1187-13,TCGA-CJ-4644-01A-01R-1187-13,TCGA-CJ-4871-01A-01R-1304-13,TCGA-CJ-4872-01A-01R-1304-13,TCGA-CJ-4873-01A-01R-1304-13,TCGA-CJ-4884-01A-01R-1304-13,TCGA-CJ-4885-01A-01R-1304-13,TCGA-CJ-4886-01A-01R-1304-13,TCGA-CJ-4892-01A-01R-1304-13,TCGA-CJ-4893-01A-01R-1304-13,TCGA-CJ-4894-01A-01R-1304-13,TCGA-CZ-4861-01A-01R-1304-13,TCGA-CZ-4862-01A-01R-1304-13
hsa-mir-103-2,1.428698,-0.777457,2.278795,2.406412,0.935263,-0.136758,0.044189,1.487371,1.134512,2.38953,-0.263624,-0.123402,3.259245,-0.456533,-0.657545,-1.074294,2.184938,1.158519,1.799429,3.209407,1.369596,1.135846,-0.556835,-0.202192,0.147205,-0.311567,-0.333658,-0.979456,2.664267,0.201249,-0.925268,0.70478,-0.052432,-0.384829,-0.161756,0.221276,-0.820522,-0.958131,-0.311689,-1.47416,-1.162623,-0.225026,-0.715507,-0.827908,-0.792952,-0.922428,-0.235288,-0.831379,-0.223771,0.534792,-0.561028,-0.630072,-0.258175,-0.776035,0.054685,-0.943618,0.305622,-0.533638,-0.494115,0.420601,-0.343375,0.174282,0.073495,-1.042957,-1.262672,0.150298,-1.363068,-0.951933,-0.768797,0.495002,-0.376802,-1.430841,0.67483,0.099076,1.93108,-0.194055,-1.144323,0.188026,0.536934,-0.239435,1.456071,-0.534703,-0.395813,-0.00363,-0.404556,0.998618,0.251617,-0.351503,-0.405876,-0.598356,1.349598,0.993825,-0.720296,0.29573,2.660437,-1.4518,0.612224,-0.302802,-0.52667,0.559217,-0.035205,0.537981,-0.114932,-0.73448,-0.351382,-0.348034,-0.315534,-0.297041,0.504003,-0.799702,-0.645682,-0.295388,-0.527321,0.009259,-0.497161,-1.346881,-0.301916,-1.085691,-0.943515,-0.370001,-0.510543,-0.597481
hsa-mir-106a,1.879931,-0.042474,4.69207,1.107372,0.574983,-0.348647,0.246196,-0.529643,0.75888,-0.623571,0.519633,-0.748241,0.087186,-0.615614,-0.464841,-0.897363,0.394556,-0.599322,-0.766144,0.239216,0.474548,0.228462,-0.978795,-0.182271,-0.676304,-1.235956,-0.508488,-1.086465,-1.162247,0.450668,-0.954822,-0.391766,-0.776347,0.371457,1.851808,-0.516634,-1.56845,-0.178913,0.263232,-0.413372,-0.564728,-0.139661,-0.605868,-0.177289,-0.701778,-1.548673,-0.211338,0.326117,0.441978,0.672757,0.119735,-0.186656,-0.552016,0.029285,1.97426,0.453498,-0.965566,0.321062,3.937794,0.767242,0.524532,1.368203,0.058685,1.142644,-0.487761,2.459512,-1.229278,-0.496443,-0.781905,0.582967,-0.216967,-1.204387,-0.529425,1.032765,1.571509,-0.092842,-0.713086,0.073657,-0.651803,2.039239,0.351549,-0.282069,0.391119,-0.310817,-1.133574,0.510187,0.980772,2.260727,0.28362,-0.879231,-0.457781,1.992168,0.15072,-0.332072,1.238899,-0.74209,-1.032267,-0.623229,-0.345742,0.181559,-1.050715,-0.031525,1.442505,-0.498641,-0.171485,-0.227274,-0.554799,-0.527534,-0.563076,-0.813314,0.294998,-0.675697,-0.520516,-0.312428,-0.836167,-0.468428,-1.144757,-0.487324,-1.099415,0.304336,-0.062223,0.087555
hsa-mir-106b,0.622643,-0.030784,-0.881823,-0.167101,-0.358369,-1.742312,-0.739755,0.471182,-0.072529,-0.51779,-0.303995,0.762406,-0.147981,-0.125563,-0.530893,-1.482115,-0.334669,-0.523654,-1.229475,-0.265541,-0.364027,-0.694821,-2.349164,-0.450712,0.278146,-1.899784,-2.318983,-1.136386,-0.545417,-0.594329,-1.29582,-1.249427,0.011632,-0.026769,0.94192,0.060504,-1.593388,-0.793889,-0.874089,-0.984421,-0.345869,-1.317013,0.629891,-0.774955,-1.246523,-1.748178,1.492766,0.774968,1.066811,0.138407,0.393326,0.19036,-0.297126,-0.77762,-0.184094,-0.733986,-0.42355,0.737726,0.982385,0.401222,3.170437,0.49896,0.11085,0.395138,-0.459195,1.374488,-0.098206,0.52521,0.065471,1.752603,-0.270821,-1.130039,1.394323,1.400504,0.491593,0.286835,-0.05708,0.702245,0.942198,2.761605,3.355981,-0.369463,-0.472149,-0.214879,-0.767656,0.364992,0.306254,2.342644,0.436726,-1.035021,0.507663,1.201947,0.991005,1.66644,2.406071,0.605045,-0.120582,0.760936,-0.542504,0.442408,-0.549259,-0.287343,1.740153,0.597367,-0.683102,0.619767,-0.195683,-0.508909,-0.053133,-0.922021,0.389718,-0.08673,-0.510816,0.404811,0.522585,-0.504083,-0.471391,-0.340577,-0.55419,0.423886,0.126555,-0.362188
hsa-mir-107,-0.014845,-1.177507,0.23593,-0.28293,-0.387406,-0.93397,-1.483493,-1.213378,-1.42517,-0.893921,-0.763078,0.207026,-0.811241,-0.359653,-0.427376,-1.55472,-0.86045,-1.37717,-0.448861,-0.712004,-0.360765,-1.090492,-2.198155,0.783577,-0.600913,-1.56268,-2.000776,-0.191513,-0.025022,0.814944,-0.917994,-0.666842,-0.274987,-0.838862,2.492477,1.228559,-0.729753,0.952855,-0.682824,0.14289,0.032812,0.000547,-0.099533,-0.488975,-0.795576,-1.558608,-0.266599,-0.805566,-0.465875,1.118577,-0.689116,-0.625895,-1.750066,-1.462084,0.088769,1.486866,1.221291,-0.347986,0.493975,0.641988,-0.502509,-0.420273,-0.066081,-0.767709,0.276074,0.569647,-0.540545,-0.264938,0.074728,2.136353,0.301316,0.485766,0.525063,0.803752,0.685183,0.432077,-0.200585,0.945503,-0.279765,3.199421,1.636084,-0.56014,0.402421,0.476536,0.559073,-0.742706,-0.078438,0.526546,0.194625,-1.199138,2.018879,2.156526,-0.078372,0.921653,2.417071,-1.072692,0.490877,-0.14212,-0.002851,1.418486,-0.561542,1.546591,2.993476,-0.278754,0.419398,0.80333,0.172028,0.234374,0.710331,-0.645253,0.811716,-0.192023,-0.242458,1.381075,0.928527,-1.069435,-0.145116,0.657022,-0.344892,0.60367,0.09756,0.067126
hsa-mir-10a,-0.533203,-0.261946,0.140562,-0.752153,-0.504384,-0.838389,0.956591,-0.138418,-0.319262,-0.450913,-0.496901,-0.398155,-0.138922,0.161785,0.473854,0.933695,0.218729,0.065076,1.833186,-0.514212,-0.251023,-0.901908,4.463547,-0.042534,-0.788404,0.833495,2.362539,-0.693985,0.285176,0.145101,3.75745,1.803282,-0.055878,-0.258158,-0.749438,-0.667562,3.864887,-0.306614,-0.444183,-0.180257,-0.16519,-0.719733,0.191759,-0.881403,0.534526,4.199939,0.511587,0.775852,-0.381367,-0.701803,-0.91994,-0.82832,-0.495098,0.659392,-0.152884,0.093211,-0.723607,-0.025937,-0.265321,-0.441784,-0.230482,0.392715,-0.785437,-0.226591,-0.705729,-0.586892,3.42893,-0.426007,-0.530943,-0.470406,0.065273,-0.623333,-0.553751,-0.16336,-0.402748,-0.478302,0.041359,-0.047076,-0.149858,-0.226458,-0.546974,-0.400939,0.279751,0.637309,-0.056286,-0.639266,0.954543,-0.34176,-0.262361,1.462172,-0.002862,-0.616234,0.015062,-0.405936,-0.45044,-0.485143,-0.722845,-0.102172,-0.73564,-0.564682,-0.428063,0.179851,-0.585449,-0.651744,-0.511369,-0.878775,0.739581,-0.136898,-0.757077,-0.01734,0.346435,-0.531452,-0.134332,-0.797817,-0.873074,-0.281367,-0.151705,-0.266638,0.17477,-0.062839,-0.018437,-0.568498
hsa-mir-10b,-0.742275,-1.034672,-1.37217,-0.810836,-0.697147,-0.532175,0.527764,-1.118871,-0.827388,-0.298648,0.535089,-1.210868,-0.038076,-0.367769,0.120815,-2.075442,0.595467,0.606596,-0.283264,-1.382627,0.423112,-1.490088,0.533469,0.43207,-0.260043,1.081448,1.336687,-1.360891,-1.067374,-1.462429,-0.468817,-0.231325,0.149258,1.053908,1.067292,-0.45402,-1.318182,0.218411,-1.635356,-0.527322,-0.149692,-1.261082,0.281238,-0.95889,-0.431214,0.199025,0.28978,0.975843,1.607298,-0.04559,-0.231999,0.501257,-1.020151,0.578131,0.578884,0.873839,-0.954163,0.784668,-0.207753,-0.765888,0.593428,1.210648,1.265807,0.999984,0.90053,1.451201,0.29809,1.190105,-0.665573,-1.469859,1.289895,2.305823,-0.42022,0.336254,0.29536,-0.587893,1.503336,1.411839,-1.582991,-0.31714,-1.196804,1.790671,-1.804957,0.562342,0.183664,0.010546,0.263344,-0.191005,-0.964649,1.271393,1.601577,-0.823209,-0.090577,-0.855106,-0.547283,0.096032,-0.445314,0.968145,1.200716,-1.484366,2.084823,1.32701,-0.337189,-1.274945,-1.241692,-1.48804,0.580508,-0.403225,-1.361782,0.922166,0.086925,1.121564,1.214192,-1.341396,-1.117659,0.848911,1.79649,0.901807,1.881827,0.313949,-0.834399,0.50952
hsa-mir-1180,1.53572,-0.315224,2.193032,-0.371284,-1.249873,-0.188933,0.118329,-0.604014,0.391127,-0.320083,0.374757,-0.271898,0.027316,2.095518,1.922007,0.276132,-0.661398,-0.609803,-1.159962,-0.270986,0.24178,-0.509324,-1.284683,-0.007664,-0.648491,-1.385362,-1.252807,-0.870474,-0.599044,0.514061,-0.428119,-0.216379,-0.542313,0.381349,0.431708,0.782702,-1.210017,-1.065774,-0.33041,0.051202,2.523298,-0.721775,0.534232,0.676097,-0.179776,-0.324466,-0.574182,-0.38064,-1.159293,-0.337706,0.906136,-0.587906,-0.518618,-0.145304,1.165587,-0.733261,-0.716334,0.03506,-1.056759,-0.479692,2.38647,0.645183,0.389995,-0.779572,-0.267933,-0.498219,-1.025653,0.597752,-0.765999,-0.403141,-0.087659,1.126272,-0.422696,0.437162,0.968667,0.455304,0.092061,0.247584,-0.221199,1.382237,-1.01993,-0.075179,5.687898,0.920296,-0.914275,0.081762,-0.480844,2.175966,1.671622,-1.081185,2.156322,0.725438,-0.305165,-0.982648,-1.094845,-0.120186,-0.537027,-0.452961,0.153447,-0.558462,-0.337479,0.433754,0.65346,-0.847744,-0.92669,-0.440595,0.100485,-0.253436,-0.332586,0.040675,0.178513,-0.643238,-1.145745,1.044895,-0.480413,-0.884804,0.918878,-0.555537,0.132784,0.364627,-0.791125,0.677544
hsa-mir-122,0.242592,-0.293804,-0.691701,1.323568,0.057907,-0.596241,-0.395417,-0.102011,1.163657,-0.252721,-0.199118,-0.674462,-0.595077,-0.445264,0.426692,-0.746708,-0.267392,-0.734137,-0.704215,-0.4446,0.096075,-0.29768,-0.737882,-0.486075,-0.363189,-0.746708,-0.746708,-0.315181,0.169466,-0.746708,-0.746708,-0.692154,-0.178276,-0.329513,6.606904,-0.659121,-0.746708,-0.330478,-0.746708,-0.541614,-0.140271,-0.726956,-0.700817,-0.44459,-0.608057,-0.725311,0.54815,0.116619,3.067105,-0.45795,-0.579613,-0.299464,-0.633749,-0.509124,0.293169,0.633835,-0.164156,-0.424792,-0.096348,-0.045528,0.625556,-0.380979,-0.305658,1.816889,0.572435,4.010206,-0.746708,0.635585,-0.42515,-0.246194,0.087858,-0.377845,-0.620971,-0.339392,0.472567,-0.448424,-0.559075,2.490271,0.290832,-0.467205,-0.61064,-0.110433,-0.736688,0.129769,0.176638,-0.616037,0.323319,1.589529,1.086566,-0.161,0.357752,0.218908,0.418078,0.966421,0.397515,2.804172,-0.550731,0.252897,0.361837,-0.729603,0.119736,-0.637963,-0.619619,0.379456,-0.420693,-0.030867,-0.226543,-0.738345,-0.544848,-0.457166,-0.039286,1.003211,-0.037618,1.089817,-0.39799,-0.347199,0.359784,-0.369224,-0.57157,-0.643458,-0.554159,0.396936
hsa-mir-1226,1.33629,-0.557295,0.786129,0.873995,-0.603004,-0.265524,-0.783658,0.548902,-0.337956,0.362659,-0.244776,0.968755,-1.146706,-0.852481,0.17798,-0.533398,0.100863,-0.263259,-1.146706,0.03279,-0.435979,-0.039483,-1.146706,-0.618353,-0.455626,-0.908678,-0.717039,-0.213599,1.368331,1.438031,-0.847,-1.146706,-0.195586,-0.152852,-0.320517,-1.146706,-1.146706,-0.906944,-0.623088,-1.146706,-0.081259,-0.799679,0.197058,1.088201,0.245263,-1.146706,0.232041,-0.868398,-0.719243,0.154109,0.089372,-1.146706,-0.102193,1.636025,0.206595,-0.495573,-0.647445,1.312309,0.159139,-0.842533,0.560144,4.694642,2.912184,-0.932741,0.839806,-0.739524,-1.146706,-0.059297,0.33999,0.489296,1.685814,0.005389,-0.34341,-0.304809,0.14374,-0.58016,0.50155,0.814342,0.415737,0.424681,-0.084232,-0.163963,4.486654,-0.477193,-0.534546,-1.146706,-0.690966,1.398738,-0.739001,-1.023469,0.081409,0.639071,-0.344193,-0.286765,1.9804,-0.071097,1.148703,1.487599,0.708151,1.858418,0.674794,-0.799337,-0.402431,-0.091477,0.444335,-1.146706,-0.493937,-0.558969,-0.400083,-0.378864,-0.393453,-0.852503,-0.701778,-0.231362,0.563047,-0.782084,-0.817216,-0.543796,0.904628,-0.309476,0.206446,0.60048
hsa-mir-1227,0.250336,-0.206422,0.145794,0.600562,0.748283,0.352933,-0.640382,1.26414,-1.336384,0.11042,-0.183655,0.285839,-0.606787,-0.772323,0.568286,-0.748496,-1.336384,-0.489555,2.480188,0.171093,-0.428025,-0.275054,-1.336384,1.702336,-0.673947,0.032591,0.31105,-0.889169,-0.372067,2.999421,-1.336384,1.11355,0.031162,1.521598,1.039452,-1.336384,0.283239,-0.876736,-1.336384,-0.383572,0.706188,-1.336384,1.23975,-0.265247,-0.002111,0.105004,0.42575,-1.336384,-0.926639,0.658653,1.625729,-0.220542,-1.336384,-0.366423,-0.595122,-0.088094,-0.857816,0.549291,1.167056,-0.753252,2.753875,0.903309,0.785791,-0.515996,-0.913234,-0.555774,-1.336384,0.74829,-1.336384,-0.552287,-0.378108,0.320131,1.743617,-0.798383,-0.346817,-0.250257,2.350138,-0.208525,-0.337928,2.429253,-0.317949,-0.865379,2.713515,0.268022,-1.04299,-0.536166,0.411016,2.323524,-0.55477,-0.863867,0.547156,0.717727,0.202117,-0.237321,-0.479958,-0.820871,-0.23625,-1.336384,-0.625193,-1.336384,-0.338668,-0.0045,0.090468,-0.324892,-0.726346,-0.637525,-0.084959,0.353745,0.810647,-0.968375,0.589035,-0.208346,-0.909897,-1.336384,1.395095,-0.287858,-0.07305,1.745856,0.910827,-0.801364,-0.471673,0.003431
hsa-mir-1228,0.974988,4.566891,-0.968105,0.613214,-0.117145,-0.508386,0.736539,-0.755798,-0.335209,-0.968105,-0.027019,0.356276,0.223177,-0.507606,-0.708943,-0.488155,-0.479956,-0.968105,1.368777,1.493297,-0.597313,0.331598,-0.968105,-0.14117,0.113519,-0.968105,-0.968105,-0.968105,0.606429,1.560284,-0.499028,0.031956,-0.595951,0.587396,-0.644834,-0.968105,-0.306977,0.532918,1.490471,-0.579168,0.143597,0.118174,-0.547475,-0.530867,-0.423456,0.208642,-0.248803,-0.53252,-0.299075,-0.153732,-0.0008,0.398351,-0.31419,0.219706,-0.36294,-0.713329,0.594701,-0.583239,0.053797,-0.492037,-0.300249,3.145979,0.186922,0.03654,-0.277187,-0.968105,-0.42054,0.166511,-0.968105,0.312165,-0.707327,-0.968105,2.803656,-0.089658,-0.564164,-0.968105,0.321754,-0.047323,-0.152967,-0.968105,4.020589,-0.19905,-0.41705,-0.444172,-0.489053,1.645082,-0.254817,-0.470114,0.308111,-0.775224,-0.968105,-0.409114,-0.549428,1.275078,1.828636,0.294487,-0.968105,-0.509993,-0.38749,-0.027429,-0.968105,-0.968105,-0.968105,-0.555215,2.020098,-0.397557,0.053556,-0.968105,-0.383827,-0.667663,0.210826,1.334215,0.77281,0.464518,-0.968105,-0.682767,0.57897,-0.024479,2.701132,0.77905,0.443792,-0.968105
hsa-mir-1247,1.04085,-0.09025,-0.278659,0.754723,-0.21418,1.457435,-0.24855,-0.003363,-0.326637,-0.256449,-0.256839,-0.110452,-0.146847,-0.352322,-0.084117,-0.342583,-0.243361,-0.25412,-0.289095,5.516448,-0.23946,0.324602,-0.293228,-0.206893,-0.308425,-0.261606,-0.304561,-0.2486,-0.320372,-0.301016,-0.30473,-0.230562,-0.29946,-0.312867,-0.306403,-0.221997,-0.29866,-0.344707,-0.319062,-0.281291,-0.295925,-0.341301,-0.104794,-0.299088,-0.153385,0.173008,-0.352322,-0.228577,-0.318382,-0.005291,-0.352322,-0.232167,-0.146648,-0.263944,-0.198821,-0.331643,-0.344394,2.974619,-0.331586,0.024433,-0.2168,0.946307,-0.223414,-0.196027,-0.331292,-0.223003,-0.352322,-0.283251,-0.276775,-0.352322,-0.246487,8.072531,-0.275785,-0.236456,-0.253961,-0.280349,-0.282525,0.2269,0.011576,-0.339846,-0.267963,0.108047,-0.307594,-0.240689,-0.007228,0.416569,0.516123,-0.089585,-0.326425,0.10561,0.373159,-0.295607,-0.27586,-0.334115,-0.352322,1.671708,-0.306759,-0.33373,-0.263958,0.105796,-0.261415,-0.330258,-0.222314,-0.327187,-0.342216,-0.329167,-0.25903,-0.333656,-0.13891,0.007376,-0.328399,1.320213,-0.027316,-0.337787,-0.307071,-0.334952,0.045327,-0.27573,-0.23133,-0.308005,-0.337997,-0.185853
hsa-mir-1249,0.982109,1.892601,1.843022,1.45578,-0.459025,-1.163889,2.601407,0.506753,2.505781,2.749643,0.005388,-0.066881,-0.670509,-0.019574,-0.734553,-0.368787,0.049138,1.126741,3.352701,0.874934,2.214573,0.989244,-1.163889,-0.478924,-0.267961,-1.163889,-0.885375,-1.163889,1.444539,-0.745027,-0.386801,-0.335521,-0.855628,-0.841777,0.44274,-0.498909,-1.163889,-1.163889,-0.485062,-0.841726,-1.163889,-0.713997,0.229773,-0.439547,-0.712747,-0.189169,0.623541,0.279321,-0.332635,-0.82661,1.23982,-0.786603,-1.163889,1.131842,-0.161351,0.313356,0.77786,-0.845098,-0.740659,1.596456,-0.057495,0.350675,0.74957,-0.331724,-0.30544,-0.372073,-0.710332,-0.224067,-0.007463,1.487287,0.348163,-0.417091,-0.643187,-0.436256,1.847431,0.305069,-1.163889,-0.655423,-0.488696,-0.654597,1.590927,0.110155,1.574804,-0.512914,-0.767082,-1.163889,1.790253,-0.751395,-0.106777,-0.68459,-0.208599,2.077266,-0.470294,-1.163889,-1.163889,-0.466671,0.324014,0.73342,-0.202022,-1.163889,-0.489197,0.187115,-0.198999,-1.163889,0.073702,2.144272,-0.740759,0.360015,-0.195955,-0.168446,-0.512869,-0.401068,-0.010265,-0.570556,-0.794464,-0.218487,-0.309576,-0.382267,-0.783978,-0.07849,-1.163889,0.195159
hsa-mir-125a,0.04836,-0.82743,0.008295,0.406775,0.906481,-1.734888,1.986721,3.781174,-0.722832,-0.291792,-0.246004,-0.623815,0.25397,1.205626,0.610187,-1.48946,2.011341,0.231926,-0.253511,-1.947343,2.334073,-0.787274,2.244974,-0.422541,-0.215432,-1.492149,-1.144484,-2.110669,-0.399545,-1.034442,1.186903,1.984589,-0.392247,0.422783,0.537787,0.332033,0.349492,-1.80299,-0.134004,-0.599938,0.076995,-0.523629,0.982521,-0.122017,-0.942852,1.294879,0.428833,0.07448,0.111627,-0.680121,0.529792,0.44505,-0.327528,1.1065,0.233185,0.670987,-1.382023,-0.324168,-0.171587,-1.32192,1.040206,-0.244043,1.568812,2.411367,0.211608,0.156768,0.42817,0.138776,-0.566797,-1.603916,0.672294,0.109392,-0.324886,1.197818,0.960962,-0.932767,-0.12486,0.667471,2.728434,-0.800067,-0.868257,1.743306,0.435599,0.41979,-0.479161,-0.058432,-0.007178,0.059125,0.456341,0.165512,0.007004,-1.257823,0.265971,-0.894289,-0.537277,-0.315015,-0.61212,-0.225894,-0.020776,-0.09787,0.434938,0.765342,-0.344887,-1.215399,-1.499403,-1.546967,-0.322877,-0.917124,-1.500371,-0.609836,-0.341532,0.343724,-0.09718,-0.422205,-0.552793,-0.295456,0.52351,0.188343,0.172719,-0.215802,-0.563922,-0.185822
hsa-mir-125b-1,1.815702,0.105538,-0.663518,1.089847,0.221312,-0.711992,-0.350139,0.919904,-0.603894,0.071848,-0.646365,0.150659,1.258434,0.390415,0.746694,-0.840737,1.018006,0.838451,5.638321,-0.403309,0.032702,-0.104595,-1.131233,-0.359613,-0.200268,-1.276478,0.0832,-1.188762,0.045491,-0.219095,3.633864,0.574244,-0.612508,0.542772,-0.241618,-0.189212,3.280476,-0.943273,-0.066813,-0.623622,-0.089106,-1.32807,-0.482204,0.741006,-0.627592,0.015214,0.282586,-0.174034,-0.48644,-0.108295,1.05173,0.089052,-0.535294,0.726806,-0.252305,-0.281393,-0.16264,0.061762,0.763342,0.296414,-0.313515,-0.53628,0.267091,0.922279,-0.814763,-0.387735,3.147489,0.834458,0.455225,-1.250379,0.054174,-0.392336,0.633297,0.141596,1.412616,-0.576334,-0.051135,0.048693,0.658669,-0.077416,-0.737681,-0.142677,0.673809,-0.553174,-0.263126,0.212838,0.159957,-0.474505,-0.476514,0.096407,-1.263454,-0.429614,-0.848273,0.514015,-0.761499,0.375903,0.728727,-0.49478,-0.216134,-1.11954,-0.999393,0.309486,-1.167772,-0.215054,-0.677341,-0.161078,-1.185926,-0.508068,-0.751348,-0.686511,-0.770164,0.443874,-0.255628,2.134302,-1.347141,-0.191748,-0.417141,-0.77613,-0.632259,-0.129306,-1.013284,-0.74013
hsa-mir-125b-2,4.002542,1.570274,-1.27603,2.39178,-0.418911,-0.339001,-0.616142,-0.944066,-0.524025,-0.150094,-0.880509,-0.227064,-0.187307,1.200587,1.79651,-0.691238,-0.155871,-0.03135,-0.75063,0.62646,-0.057413,-0.50582,-0.890596,0.36202,0.983755,-1.521054,-0.082725,-1.208222,2.027579,0.66228,1.258604,-0.68401,-0.508195,0.408822,-0.039776,-0.221454,0.98963,-0.068021,-0.042258,-0.069052,0.332026,-1.102735,0.229039,1.734519,0.095425,-0.053343,0.486985,-0.612953,-0.385923,0.840049,0.762477,1.526734,-0.736321,1.042171,-0.079977,-0.414452,-0.815614,0.486281,1.76618,1.180445,-0.153974,0.695964,-0.442739,0.145176,-0.851746,-0.094585,-0.951851,0.378316,-0.687498,-1.688806,0.033145,-0.765506,0.681264,0.439482,-0.317192,-0.745506,-0.063333,-0.215389,-1.197766,0.462396,0.057997,0.180218,0.990234,-0.326117,0.253159,0.897858,-0.316183,-0.076692,0.159956,-0.270459,-1.339705,0.541095,-0.920849,1.869037,-0.255653,1.006479,-0.257137,-0.30427,-0.179865,-1.500601,-1.198297,0.903587,-1.095211,0.515984,-0.207757,1.644172,-1.106109,0.065718,-1.195262,-0.699868,-1.154367,-0.174679,0.349275,4.063056,-1.600325,-1.337291,-0.373737,-0.891533,-0.382928,-0.149003,-1.16966,-1.145138
